reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,sortOrder,appId
gp:AOqpTOEezKtIm8VhHHpotSxvmJMG1Udhx9PrAnRqwQepVdWMoGkncbsCKAAItph3ocmS5Sv2FmPMumXt63_6TQ,Jeff Z,https://play-lh.googleusercontent.com/-SE-AYBGHqoQ/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmv2nUN1eMELZ38SeXhnlUFbvT-Vw/photo.jpg,"Too whacked for creating lists, like grocery or to do with their tasks and subtasks instead of just lists you can check complete",2,0,,24/12/2019 23:11,"Hi Jeff, we would be more than happy to answer any questions you may have about the app at Customers@any.do.
However please note that you can create a list by simply going to your tasks tab, pressing the grid view icon in the top left, and then pressing the '+' button at the bottom of all your lists!",25/12/2019 13:30,newest,com.anydo
gp:AOqpTOH-eJrOS5y4TgvKl_GSLCBd2jjy8VnDU_-5rgPu2Q4BZKOWQ7DfWjZWzyzK_BlFJgMgFT5SbIJVZq6tPw,Alpha Sumareh,https://play-lh.googleusercontent.com/a-/AOh14Gii6kgjiqpSxgrPQzgQEkNzuYugBQwCkt-VCptlZEo,"I'm a student and was looking for something get myself very organized. I have tried series of productivity apps before. Apparently this had one of the features i have always been looking for; integration with other apps which I love. Two things I found disappointing, features are extremely limited without premium, it's almost impossible to use like that also very expensive. I couldn't find statistics; from totally hours and other reports",2,10,4.16.2.7,24/12/2019 14:10,"Any.do is a free app. We provide 95% of our features at no cost, including all core features. We never require our users to upgrade. We modeled all our pricing tiers off of similar services so we could stay competitive. We also occasionally offer promotions, you can inquire about them at premium@any.do!",25/12/2019 13:22,newest,com.anydo
gp:AOqpTOFmcEfM760Y0xlHXZkyFUe2jANGb97RO1ri9nzFQG5LF9wJLEir5HnS5vdzGQkWPnRIJTNzTqVopfGG9g,debian linus,https://play-lh.googleusercontent.com/a-/AOh14GgYyrZZrIbswa2kIOZ6zox1suGNneF5pW0VvWzY,There should be a dark mode instead of setting through a premium theme option,2,0,4.16.2.5,20/12/2019 22:20,,,newest,com.anydo
gp:AOqpTOHa3p2iiNNd7JkjrXogDN7KpvAmzHZXtsqONKTVUoYKWWJZz6ywpMflzKUJEOw0gH311MJh6w0Hj4nlaQ,Rachel Hines,https://play-lh.googleusercontent.com/-fip-E3bQXPw/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmXkAXVzd2Uw8MWLuAWR2ie3YeQ0Q/photo.jpg,"I liked using this app but I recently noticed that important information I had saved in sub tasks has all been deleted. Its happened before and I thought I had made a mistake. But no, it's just this app malfunctioning.",2,8,4.16.2.5,20/12/2019 00:31,"Hi, that sounds strange, please send us a bug report in your app via Settings - Support, so we can get to the bottom of this for you :)",21/12/2019 16:58,newest,com.anydo
gp:AOqpTOHrFm7oMMgYN5diPidh53iZFjKQw4XdGj51Z8T2JMQPPKvxXQ_npHwUY3OpLoRHzMyBV4pbX8JPeK29Gw,Chuckalaka,https://play-lh.googleusercontent.com/a-/AOh14GgfhCy3klxQ7ZewuL96FGLhWZXFpmqSaPjJGO79,Many times I've put sub tasks on my to-do tasks and they just disappear for some reason. I've forgotten many things because of this and still hasn't been fixed despite various updates.,2,8,4.16.2.5,18/12/2019 19:41,,,newest,com.anydo
gp:AOqpTOEeEZ_AB8PHhdyfSXPOO0PW3eJEwyu3SlyP-x8JcLWdglQX6QMkFsI9G03tgvZAX5fcbi9zRni5JL5_Og,Yet1,https://play-lh.googleusercontent.com/a-/AOh14GiVRbXlQaiorh62QFJZJDUoAljuqdhACzANfily,App not bad but very limited unless you pay. Downloaded this app after reading in the news about it's WhatsApp integration. That is only available if you pay. Without the paid for aspects this application is like any other generic calender app.,2,1,,18/12/2019 01:41,,,newest,com.anydo
gp:AOqpTOG75JwUJiHNHygGJg0W3FDLvz5qi4UbBsQt5ZXpBowNU3MMYrENzRK8ExH2TXbgMKvcNqLYwuBGBlP9aw,Lucas,https://play-lh.googleusercontent.com/a-/AOh14Gg3IRxCi1LEgI2sNUw-EoiWKT1h7Npnd1MIhOxK,"I am a paid user of this app. I like this app a lot, until Android 10. They claim what they used to do is not possible but that is not true because another app I use (Daylio) has a nice notification that jumps out at you, like Any.do used to. Now Any.do gives a regular ignorable notification which you click and the app does something on the screen and is pretty pathetic, THEN it gives it's notification to plan your day. So it's two clicks with a big visual pause in between. Not cool. 👎",2,14,4.16.2.5,18/12/2019 01:04,,,newest,com.anydo
gp:AOqpTOEo6JsFuH-u6zO-CdOeGwsD3zJh2Nak4PNE7UF2dgvitlKICTwVSMI7Xd-Cz1h_tn1gPAHKPr4AFFA3bA,Gaming Cookie,https://play-lh.googleusercontent.com/a-/AOh14GgWBzS54pncRmJmpCEkDdHYWye5qig46IoOYd__mA,"I dont like that it requires you to login, why cant I just use it without logging in my accounts",2,1,,17/12/2019 11:05,"We ask users to register an account because our app syncs across multiple platforms. In order to provide flawless sync, tasks are saved on our servers, which in turn makes them available 24/7 no matter where you log in from! :)",17/12/2019 14:54,newest,com.anydo
gp:AOqpTOGFVlSA-Gir2vgi1EH9KPnH6XIDG7LWP7QA8lGBA14ZjQHqgb50MvrNeLvFZE2XcX-29fMokiD-EzCFUg,Shahrukh Atif Jangda,https://play-lh.googleusercontent.com/-5ZDLgHcd6Mw/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckdO8TGFuYjoxa85IDfZGm_HXHh_w/photo.jpg,Questionable experience. Upgraded to premium but WhatsApp integration is not working. Seems a little confusing.,2,1,4.16.2.5,17/12/2019 04:58,"Hi, that's strange, please send us a bug report in your app via Settings - Support, so we can get to the bottom of this for you :)",17/12/2019 14:52,newest,com.anydo
gp:AOqpTOHxZfGK3fs30f5oczwwi2vwVtA5OVtmk-dLWvWu0WfeqUiPdzBcGWrfrX9yRibRJ1QacCl8appXAMj_qA,dariush karamati,https://play-lh.googleusercontent.com/a-/AOh14GjSuwg7j1nhqT_YIZbNw85eyJhoCGych8XhGi3U,Zero features in free version.,2,0,,15/12/2019 20:24,"Any.do is a free app. We provide 95% of our features at no cost, including all core features. We never require our users to upgrade. You can use Any.do for free for as long as you like.",16/12/2019 13:18,newest,com.anydo
gp:AOqpTOEmdWeECyhpn_huJIQ7vQF4vMoGPWnDb1rv2q7W3SL-UXhtDoBN9tb6uJFx5J9V3s2DiplKwzTJrCFfjQ,Peter Seman,https://play-lh.googleusercontent.com/a-/AOh14GinwVUY5YTlm1hHKAdZbTO24DASBYkdvG8zIF6WtA,"good shared tasks, but app itself makes me angry.. it keeps forgetting i am logged in with my google account.. so I need to login for like each two weeks or so.. and it also forgets my settings... Edit: unfortunately this has not been fixed yet, even though I had sent logs and communicated with you. Decreasing my rating.",2,31,4.16.1.6,10/12/2019 21:15,"This is very odd! We highly recommend you submit a bug report in your app via Settings - Support, so we can get to the bottom of this for you.",06/08/2019 11:49,newest,com.anydo
gp:AOqpTOH_o32dDuAMmUF5HoNIBaI1qsnaUZ-V2IjP5PBqpFNYCN8JDut9h2zIaTuLWwd4dSdmdcuDjXFVhnMH4A,Heather Smithson,https://play-lh.googleusercontent.com/a-/AOh14Gg8ooPAOLiKqV2rlCkmEN93ttRjFv6pFPjsgsvk,I can not figure out how to get it on my galaxy watch...ugh.,2,0,4.16.1.6,08/12/2019 11:23,"Hi Heather, please note that while we do support Android wear devices, we do not support the Samsung Gear!
If you have any further questions, or need any assistance, please contact us at Customers@any.do!",10/12/2019 14:56,newest,com.anydo
gp:AOqpTOGlAwofX0LHKusUyxrkFRfgUyyhqlT3T451kf0I0hKPc0Kno25-AfT3Fhj3dd8FTYvF6-nTQIgVixZVQw,Swago Nichevich,https://play-lh.googleusercontent.com/a-/AOh14GjBIGFPq15kf8XKEHEuG43VFtrKnqQL3NSOSFKatw,"when you switch the language, you get wierd bug that your app is half in English half in selected language",2,2,4.16.1.6,07/12/2019 16:37,"Hi, that's odd, please uninstall, and reinstall, and if this issue still persists, please send us a bug report in your app via Settings - Support, so we can get to the bottom of this for you :)",10/12/2019 14:55,newest,com.anydo
gp:AOqpTOGCMaOXUJmdTnbTHNRvHrebHou6pYSSs2wWncOQLi4KGjsNKgc7NZeNTCgF90Epz1IGiCuRdpfXt2T2fg,Vishal Sheth,https://play-lh.googleusercontent.com/a-/AOh14Gi84LL6TGwiqZxZYDwwfeLvUCgtUlwiD1b3K8pGe58,I was given this premium app. Now with new versions is not updating. I fail to understand this. If I'm given premium version then now why wouldn't it get updated? If it was non upgradable then why was it given? It's a great app and so it hurts when there are such tricks used on customers.,2,0,,06/12/2019 14:46,"Hi, that sounds strange, please send us a bug report in your app via Settings - Support, so we can get to the bottom of this for you :)",10/12/2019 14:35,newest,com.anydo
gp:AOqpTOEq3UugGIa2Ml1PBTWaCqy3B0BdF1NrzOmetlvKf9CMIJ5EyyXXfll-Jf9WkFKEU_eyOe2Tt-X7m265EA,e nimo,https://play-lh.googleusercontent.com/a-/AOh14GgR8355C8R6L1AOPRvWNKF-BStDzZDgPvx2cTFPUg,"Dec. 5, 2019 Update Moved from 5 stars to 2 for the reason below: I've had this app for about half a decade. The last couple years have been irritating. I add sub tasks. When I go back to the tasks, the sub tasks aren't there. I wish there was a save button as a cue and confirmion that the subtasks are saved. Not sure how long I could forgive the app until I just use another one altogether. Please address subtasks staying in the next update. Thanks! Was 5 stars for the longest time Awesome!",2,1,4.16.1.6,06/12/2019 03:27,"Hi, please note that you will need press the return key to add your subtasks, and close the task menu, so your task can sync, after you have finished creating all your subtasks. If your subtasks still do not sync after doing so, please submit a bug report via Settings - Support so we can look into this for you!",10/12/2019 14:33,newest,com.anydo
gp:AOqpTOEM6CVr6k249r3spmYVU5VEwqO4pSjNAP095g3w13wjUJyOq_LIJnVka7-nA4zeolloNYuUfevAlI9k0A,Alex Bowley,https://play-lh.googleusercontent.com/a-/AOh14Gg-GyBp0CIswE72Eb0SNe7JjsMyZC7jK1aZbjPMeQ,"Useful as a to-do list. Sets a real annoying ""plan your day"" popup reminder every morning. How you disable it is non obvious. Uninstalled.",2,0,,04/12/2019 14:35,"You can disable any notifications you don't like from the app. The Any.do Moment reminder can be toggled off in the settings =&gt; 'Any.do Moment', by simply pressing the ""Disable' button in the top right.",05/12/2019 13:52,newest,com.anydo
gp:AOqpTOEWKJv3T5FoqAQ1jMNySYFBRngrREw8iwyBrzybR1D42cNLedwyQZWMPOMHu4JjeSzmA-bhL12ZHJJ9-w,Josh Hartwell,https://play-lh.googleusercontent.com/a-/AOh14GiFj_c-sPFzc_M1dyGtXKeRyYcxsmqZzZHodssZ_Q,"Can't clean up old Alexa lists! We use this purely for the Alexa shopping list integration. However, early on it was very buggy, so we had to relink our Alexa account a number of times. And now we have like 4 or 5 old ""Alexa shopping list""s that we cannot delete! ""Alexa lists can not be modified with Any.do. You can do it from the Alexa app""... No, I can not, because it only deletes the working one!",2,14,4.15.9.12,28/11/2019 00:14,"Hi Josh, please note that you can disable the sync between specific lists in the Alexa integration settings via settings =&gt; 'Integrations' =&gt; 'Amazon Alexa Sync', after you disable these lists you can delete them from Any.do. If you need any further help with this, please contact us at Customers@any.do",01/12/2019 15:11,newest,com.anydo
gp:AOqpTOEhYyzo6--OSkP1NLh_P4yNrqP306ZkW1TfY_qTreE90d6CYJA5YrJ-oIP-KE23NYbvhbXDDf3ErOFVLA,Aatish Panchbhai,https://play-lh.googleusercontent.com/a-/AOh14Gj8bkl4t4YVLinOYeotx56WbdWKSMktmUYMTinxPDY,Reminder feature is not working 🥱,2,0,,27/11/2019 09:40,"If you're experiencing issues with your reminders, we highly recommend you take a look at our Help Center Troubleshooting article on this: support.any.do/why-did-my-reminders-stop-working/ or contact us directly by submitting a bug report in your app via Settings - Support, so we can get to the bottom of this for you :)",27/11/2019 13:36,newest,com.anydo
gp:AOqpTOGFsoXeWqxzhE8EZXvAHffJ-2eEodO97lmH2JAHbmyDWpBn0I2Dzh0By09h5d6VVPnLknjyZIObIPQRwg,Kingsley Yong,https://play-lh.googleusercontent.com/a-/AOh14Ghh5kJ2sZslaSUL9QZw7lZnacMlCGmpZ3Oz0GZLPkY,"Allowed all the permissions for this app but i still can't get the reminder to work on my smartphone running Android 8. Downloaded a different reminder app and also allowed all permissions for it, and it worked well.",2,3,4.15.9.12,26/11/2019 20:05,"If you're experiencing issues with your reminders, we highly recommend you take a look at our Help Center Troubleshooting article on this: support.any.do/why-did-my-reminders-stop-working/ or contact us directly by submitting a bug report in your app via Settings - Support, so we can get to the bottom of this for you :)",27/11/2019 13:34,newest,com.anydo
gp:AOqpTOHDQ68kK6_P4kuDwfZBtr06Q2-xOwWXekhHStBOjWAX71B8kSqEDpIJ6sROX_7BXo3TmHC4cqr6juCtTw,Charlie-Anne Gagne,https://play-lh.googleusercontent.com/-eAgxn3FJvis/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckg2oUZJCC1BEiIdP0JbJFvJrf1MA/photo.jpg,I had made an account for this app a long time ago but didn't use it for long and I forgot why until I re-downloaded it today. This is one of those apps that's incredibly frustrating because a lot of the main advertised features are behind a pay wall and/or you have to make an ADDITIONAL ACCOUNT FOR. Paying more than $1/mo for a list app is ridiculous. If anything it should be a one-time purchase.,2,96,4.15.9.12,26/11/2019 01:26,"Any.do is a free app. We provide 95% of our features at no cost, including all core features. We never require our users to upgrade. We modeled all our pricing tiers off of similar services so we could stay competitive. We also occasionally offer promotions, you can inquire about them at premium@any.do!",26/11/2019 15:06,newest,com.anydo
gp:AOqpTOETIMGTI1udse121rJwP1om_yyJY7siVu8fjWsBf05eK4pjatf_cZw5YBeN0hCJoqGNdFJ8gwSlm6O5ug,Shivanksha Marupuru,https://play-lh.googleusercontent.com/a-/AOh14GhP5Dbp2zoBPn4SM5x9pOngoX0_VzTKR92PRjqsUmY,I used to love it. It was my go to app for many years. But over the time it is losing the special status. It doesn't have travel time anymore which was the main reason why i could stay on top of things without mentally having to calculate each meeting and setting the times. They removed that!,2,8,4.15.9.12,20/11/2019 15:12,"What do you find troublesome about the update? We'd love to get your feedback about what specifically you liked or disliked about the new update, by writing to us at Customers@any.do. We're constantly trying to provide the best possible app for our users, and feedback like yours help us do so.",20/11/2019 21:32,newest,com.anydo
gp:AOqpTOFJClNQrdksVz1OVaF63ix1rZ20bnFRAqQ6QVq2Yy-Gld4e29E9jqLPfnN0JJSXHN5dX0SDodPAiNwEnA,Vijendra Sah,https://play-lh.googleusercontent.com/a-/AOh14GjfYFzwCbZSZjcb3G2KG2Y2s-4aB3r_bLtn8NSL,"The alarm feature does not work, which leads to missing the tasks.",2,2,4.15.9.9,18/11/2019 19:02,"If you're experiencing issues with your reminders, we highly recommend you take a look at our Help Center Troubleshooting article on this: support.any.do/why-did-my-reminders-stop-working/ or contact us directly by submitting a bug report in your app via Settings - Support, so we can get to the bottom of this for you :)",20/11/2019 21:21,newest,com.anydo
gp:AOqpTOHOEX5fPq4W0zTvlalccA_Wpvg02wDDIm18SDOG6gqIfMdQ7EZj5ISl8tkihRvuemvCnUeXtj_AD846BQ,Carina Louzao,https://play-lh.googleusercontent.com/a-/AOh14Ggv-ekqvZMxyUscEpPxLoOuw_9qcDad21BVWzuubg,"Nice looking UI, but inability to disable popups is a deal breaker for me. Uninstalled.",2,1,,16/11/2019 00:08,"We are sorry to see you go! Please note that on Android Q, we no longer support the popup.",18/11/2019 22:03,newest,com.anydo
gp:AOqpTOEuFXljJX_HpR5TwOG0rZif0at---lYZmKAxdwlEpNxNyzdEf4XxCturNb8UlMkU4LOyCncCG9kS5nbKg,coop zoop,https://play-lh.googleusercontent.com/a-/AOh14GisRJ49W8VeJGjt6_XhKdZqoo01Bw3J_fYyu4Gsuw,"This still works pretty well, but I'm not a fan of the updated widget not listing tasks chronologically.",3,1,5.6.0.7,27/10/2020 09:13,"Please note that the display of the Android widget relies on the display of the native app. Therefore, in order to sort the widget by timeline- simply go to the ""All Tasks"" view in the main app, and change the sorting from 'List' to 'Time' under the menu on the top right corner :)",27/10/2020 15:02,newest,com.anydo
gp:AOqpTOH0_1Y1a1FYOEjoCKAlUGWMXjXmsHpX9Qwqcs2Z80OzTDGRU7Ki_H3huHO-aE_HNQ3AhqXzjeHT0dTsFw,A Tkach,https://play-lh.googleusercontent.com/-Kbm_qqIEhH8/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclGVulAjTvLbUNZOWrhGJf9bJU-SA/photo.jpg,Good app. Annoying pop up every morning on my phone even though I have the notification turned off.,3,0,5.6.0.7,27/10/2020 02:12,"It sounds like you are referring to the Any.do Moment, which is a daily planner that makes sure you stay on top of your most important tasks! You can disable Any.do Moment at any time from the app’s Settings. Please note that you can also customize when the alert is active– day of the week and time.",27/10/2020 14:49,newest,com.anydo
gp:AOqpTOG9LFqn27bLrafRgPaLVegjsY8xORbVH_K-R3zqrl3KMYeYmzN_w2d9Ewd1A1leYTOk7JYWL5Oo8PMBkw,Max,https://play-lh.googleusercontent.com/a-/AOh14GgLSNRB4FAr3W8Gui9W2J9ekT1ZN6Kvijpf1pfF,I haven't used they made an effort from there side. I'm a bit of a mess and I need time.,3,0,,26/10/2020 21:24,We have an extensive Help Center detailing how to utilize the features -https://support.any.do/. You are also welcome to contact us at https://www.any.do/contact_form with any questions. We'll be happy for an updated review once you get to know the app better :),27/10/2020 14:44,newest,com.anydo
gp:AOqpTOECtCR_O0UFfwRXURaW9GHrx-zQP4wy3PD3IljhZIDNC5mSoZAF5HRwOVBHJEsVPgytt5e0YP3IcRO1ow,Peter Škoda,https://play-lh.googleusercontent.com/a-/AOh14GgmnIEkwJt_vsaTyFJVqzR9XnxWS6YiU4W-iX0,"29.9. Nothing new, I've already reconciled to that ""improved"" GUI. // 16.7.20, 3.8.19: No, a long time ago I was able to create a FULL (WITH a reminder) task in a LANDSCAPE mode. It's impossible now (after that 'redesign'). // 17.7., 2.3.: I'm pretty sure I WAS ABLE to create/edit a new task in ONE go (and in LANDSCAPE). It takes MORE moves now. // 2.2.2019: I CANNOT believe that when I HAVE got to change a grip from PORTAIT to LANDSCAPE when creating / editing a task it is more effective than before...",3,33,5.6.0.6,24/10/2020 17:00,"If you experience any technical issue, we highly recommend you submit a bug report in your app via Settings - Support, so we can get to the bottom of this for you.",19/07/2020 13:29,newest,com.anydo
gp:AOqpTOFExmbl6NZNci3ROm9Txw4ym5oOMLlUc7-A9HbBJ_nr-06ysgsdFZjBbTBlAcvtRIKFiNq52dn4UwMroA,Anri Amaldi Ridwan,https://play-lh.googleusercontent.com/a-/AOh14Gg5rl0-69K9WArPSO4NcfKhnsEpSAuGPBSus3rpFg,"I've been a satisfied user of Any.do since March 2018 and my subscription is until 2021. However, when I tried to create a recurring event, it kept directing me to the subscription page much to my disappointment.",3,2,5.6.0.6,23/10/2020 16:34,"Please note that you can set as many recurring notifications and repetitions for your events, for Free, directly from the Event Menu https://support.any.do/the-event-menu/. For any questions or assistance, please contact us at https://www.any.do/contact_form, and our team will be happy to assist.",25/10/2020 17:31,newest,com.anydo
gp:AOqpTOEdvoKa8gjJ3NTTNQtd_H9X7nOcmpUVY3Ym2_S635xHpFmXHJ9cFZGRvF9o5UNRLdRJ2cVZB4IxaJPCKg,Lynn,https://play-lh.googleusercontent.com/a-/AOh14GiZdD0VBA8JMsNnDgIF7KhRlGaChxnw8jLMCL8sxQ,"Some features just don't work in the free app! I have tried to set a daily reminder for 9am to put a ticket in my car. Once I click ""Done"", it sets the reminder the next day.... at 1am. I dismissed the 1am reminder once, half asleep as the sound woke me up, it never reminded me again and now I have a parking fine to pay. I have real memory difficulties and need an app that actually works properly! Disappointing, as I find the one off reminders really helpful.",3,0,4.16.3.6,23/10/2020 13:25,"We are unaware of any issue with the Recurring Reminders, so that's odd. Please make sure to follow instructions provided on our Help Center at- https://support.any.do/recurring-reminders/. For any questions or assistance, please contact us at https://www.any.do/contact_form, and we will be happy to look into it for you.",25/10/2020 17:29,newest,com.anydo
gp:AOqpTOE3Xc9yh8owTT9_DvUk5-fUgNHDQ27GchvqtjQvvLpvexZrH1GequR3ynnSFvKevpWBKg4_zrQDqOG4aQ,Neeraj Shorey,https://play-lh.googleusercontent.com/a-/AOh14GhDWIsrzt6LW9ehzXFLIj6I4MbtbRJZS_Mj9l7U-k8,I am not sure who want to pay monthly fee for a to-do list app. One time payment always make a sense.,3,0,5.2.0.23,23/10/2020 06:50,"90% of the app is completely free, including all core functionality. That said, Any.do offers several plans, and we allow users to switch up or cancel the subscription plan, in accordance with our TOS. For further assistance, feel free to contact us at https://www.any.do/contact_form :)",25/10/2020 17:16,newest,com.anydo
gp:AOqpTOEY4WpTiZGke3T7jfVAnvU-Wmor9YETgmSzth83WaBbUXRYMzKj86GmKt5zX1WOWgOyR4WIaSxX5y3qRw,Gabrielle Kelly,https://play-lh.googleusercontent.com/-4ZOpk62YU9A/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucl4klywDJC5CndGFig6WJes50tv0g/photo.jpg,"Started out strong... First few days perfect, synced to smart watch and woke with everything planned. But now it's not sending the notifications regularly - not to watch or android phone. Added it to the PC and tried the phone widget - maybe that broke it. Weird pile of repeated completed daily tasks with no time set, while the daily tasks with times don't notify. Some work then don't - very frustrating. Clearing the cache/reinstall didn't work. Feels like a battle to get it to function. :/",3,18,5.6.0.6,22/10/2020 03:05,,,newest,com.anydo
gp:AOqpTOE7TmrYtG8LDqP2kIe-OORE7PERkYerKzOyutBy0xzThb1JrQbSgd0PcfxZ5B9CU2X0_JTCDz3WPFd_yg,Matthew Edward Campbell,https://play-lh.googleusercontent.com/a-/AOh14GjmKbc3_nZwHi6fV0KLelso3pQlg0oLALneoNCr,Features are all right. It doesn't seem to me like they actually USE their own product. Else the idiosyncrasies would have been ironed out.,3,0,5.6.0.6,21/10/2020 23:30,,,newest,com.anydo
gp:AOqpTOFZMapOxbIT7J0QlAVFHzwBv5F-SQZqLOlxkf642yNccs-pWtj6sAhxYJBVOh0CL9Dc_8jEtI7MkPZUuA,Jessie Forrester,https://play-lh.googleusercontent.com/-Jzb-oGO1M1Y/AAAAAAAAAAI/AAAAAAAABFg/AMZuuclXlH69b_jaryPz7SlVcFaUNO6Osg/photo.jpg,Didn't like,3,0,,19/10/2020 10:22,"Sorry you feel this way. Was there a specific issue you encountered? We will be happy to assist, should you contact us at https://www.any.do/contact_form",21/10/2020 19:13,newest,com.anydo
gp:AOqpTOGYm4n13eAz8Vgg6Uh50kpHIlDeNAiK8GOiIOTN1I8PSPBYk1fMIK03c-UcFEozF1OCXZOaCEZxypqcwA,Lothario Rowe,https://play-lh.googleusercontent.com/-oJzR2hgpKis/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmec_8HF0Mmm5aGLqdggcL_XWqgVw/photo.jpg,"Now able to see list view from widget thanks to developer response - but there's a new bigger problem now. The integration with Google Assistant is going terribly. Everytime I try to add an item to my grocery list through Google Assistant, Any.do creates a new list called ""Grocery"". When I ask what's on my grocery list, it replies ""you have 3 lists named Grocery, which would you like?""",3,0,,18/10/2020 03:49,"We are unaware of any issues with the Google Assistant integration, so that sounds odd. Please send us a bug report via your app Settings - Support, we will be happy to get to the bottom of this for you.",19/10/2020 13:47,newest,com.anydo
gp:AOqpTOG0KfH5CC0afCJZ6YstfKqiSkz2hLktvvvfnpbgD8Bcr0OTTUMyBhSiZ0OJx62PyxUt9VyQAUuqRYePSw,Jena Fuessley,https://play-lh.googleusercontent.com/-6qcXFuavmT8/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnTxOOdHUua0Ju3NvVfNIXPCWbT_A/photo.jpg,It was awesome at first. Then I try to add an event from the widget and it won't do it correctly. Super frustrated,3,1,5.6.0.6,14/10/2020 22:12,"We are unaware of any issues with adding events via the widget, so that sounds odd. Please send us a bug report form your app Settings - Support, we will be happy to get to the bottom of this for you.",15/10/2020 14:29,newest,com.anydo
gp:AOqpTOGx_fe2tNj3bm-qKR71304sy-SvxBpI8ISr4wbeKLkhFBKa21mQ7kcoQdHgwdMeO8N3mbawGcm8oNNubw,Walton Pantland,https://play-lh.googleusercontent.com/a-/AOh14GhgUJ0okIhZDieZftpy_LdnR0oYJ3hZxezhjaqSmw,"Nuisance app. It probably works fine, but it's definitely not for me. However, when I decided to uninstall it, it gave me no easy way to delete my account. To delete my account I need to enter a password. I never set a password because I signed up with Google. So I have to login to create a password just to enter password to delete the account. I haven't figured out how to revoke the permissions I gave. This is abusive. Deleting an account and data should be straightforward.",3,0,,14/10/2020 13:39,"Please note that in order to delete a profile that has been connected with an external ID, you will need to first create a password for the account. After creating your password, you may delete your account under the profile page in the mobile app or via our Web app. For further assistance, please feel free to contact us- www.any.do/contact_form.",14/10/2020 14:03,newest,com.anydo
gp:AOqpTOGDSQj51g6J2RijksHZxdIyWtLq3EeSe2ecrpGU3SuA-zT_ASSkTWQbCuO-vXihQeJY_w0csFUAe6bzEg,Travis Ward,https://play-lh.googleusercontent.com/a-/AOh14GhaF7Vztzh0-mGSCvONCV7YM24TqmUjx5a4pntv8w,"Love this app, but some functions make the productivity lacking. In my experience, there is a limited amount of notifications I can receive from this app per day. There appears to be no way to change this on the settings for my phone or the app. This is problematic for me, because I have the premium version and have it connected to Zapier. I am not receiving push notifications when actions are taking place. Very disappointing, as this is crucial for time management projects with teams.",3,70,5.6.0.6,11/10/2020 05:54,,,newest,com.anydo
gp:AOqpTOGDq9KmeWrfJNet6poBd74s7IMQrZdafJXYvqpNhXEtPf352dVAEbwmDHAYrdvQLLqaQMZPAa-DcBLEAw,AL The Great Ubod,https://play-lh.googleusercontent.com/a-/AOh14GgmJVLm3jj-9qI6PPTxNriYbr28xpjxmEpOfPLLoA,"The Next 7 Days is No Longer Showing ""the next 7 days"" but rather group by lists and not by days..",3,1,5.6.0.6,11/10/2020 02:11,Cheers! We have some exciting new features planned for the next few months so stay tuned for updates on our social media 😉,04/11/2017 03:06,newest,com.anydo
gp:AOqpTOGe2W6GdLf7gsrwNIb1PWEGQbTlxu9dlp2Oe5bgVx3O5EbZixUHRvMNQeUjSeCXwaLTXpIW8XmxkyGZCg,Yoad Michael,https://play-lh.googleusercontent.com/a-/AOh14GhqzXcOPRkyujGjsMTygmGACWmD6jiSXuaklxTM,"I have used this app for years, it is great if you want to be more organized and get reminders of the tasks you need to do. I must say however, that the app itself has regressed throughout the years with all the updates. Things used to be simple and intuitive, now I don't understand what half the buttons do, basic functions like deleting and removing tasks are way too clunky. The concept of the app is great but I can't recommend it anymore, each update makes it worse.",3,156,5.6.0.6,08/10/2020 15:20,"Please note that completing and deleting tasks, have stayed the same all along. We'd love to get your feedback about what specifically you liked or disliked about the new update, by writing to us at https://www.any.do/contact_form. We're constantly trying to provide the best possible app for our users, and feedback like yours help us do so.",12/10/2020 13:51,newest,com.anydo
gp:AOqpTOGxMLBIvCCpY-zLfDmdbJ4XYT5YdmG6Zdc9j-6emYabooLrVHWtcf9YTJauyvipnmE-ZV6qWqbE70wj4A,Kelsii Montez,https://play-lh.googleusercontent.com/a-/AOh14GhKgufysitM2GJB7MKZwxLgvTlen3T3yfGjHB1Nix4,"It's a good app! It reminds me of things I tend to forget, don't get me wrong. It's good just that I don't like the layout that came wirh the recent update. Everything is cluttered now, before things were organized, what happened?",3,11,5.6.0.6,06/10/2020 23:39,,,newest,com.anydo
